3805,572374251711430658,sexism,RT @Dezzantibus: @Tronathon242 @MT8_9 Not really. There are gamers (male or female) and then there are girl gamers who make a big stink abo…
3807,572433042729353216,sexism,"RT @CathyYoung63: After the #BorisNemtsov murder, I'm at 0 patience for special snowflakes who bleat about feeling ""unsafe"" b/c someone sai…"
3808,572513779700908032,sexism,"@DQTwitchStream ...if they hadn't just flushed their Cup chances, I'd be inclined to argue..."
3809,572514325371494400,sexism,"@VCR_Blog Picked the Ducks to win Cup before season...but that was thinking Gibson would be great. Might pick Hawks nows, but...Ducks in it."
3810,572514821029175296,sexism,"@DQTwitchStream I like the forward group now and MAF has been great. But, our defense will get bitchslapped like a mean pimps junkie hooker."
3811,572518733010345985,sexism,"@DQTwitchStream Got a 1st for Coburn, more than I'd have thought.  Hawks made a mistake/took big risk on Timonen but good deal for Hextall."
3812,572519118592737280,sexism,"@OrangePuck By that definition, Jim Rutherford is a Ducks fan...that explains everything."
3813,572519882740408320,sexism,@DQTwitchStream Flyers can never get all 3 phases in sync.  Have had great forwards.  Had great D in 2010. But never find the G.  If they do
3814,572520201448775680,sexism,"@DQTwitchStream ...they F or D will be bad.  Shoulda kept Richards, Carter and Bob.  I laughed when they made each of those deals."
3815,572523107048689666,sexism,@DQTwitchStream Too much drinking.  Too many porn stars.  Then they end up winning in LA.  Should have given them more drinks &amp; porn stars.
3816,572530408392425473,sexism,@DQTwitchStream Allegedly did Hartnells ugly wife.
3818,572611563980374016,sexism,@nolanwhyte @mistaphill ...K.  Thanks for demonstrating a firm understanding of legal rights.
3821,572863931082924033,sexism,@FeministFailure @MaravillaTom What is the event?
3822,572876230808100864,sexism,@HumanistFury @mcRelyt Given that it's WaPo...laying odds...
3824,572913212158562304,sexism,"RT @WRCorg: UCLA Women's Law Group Libels CHS, Then Tries to Hide it. #womenagainstfeminism http://t.co/NFqIgwK88y"
3827,574558159404138496,sexism,RT @DestinTrueheart: People do not get it.Definition of Sexual assault on campus is so broad it makes most dating interactions chargeable a…
3828,574574921734483968,sexism,"@MGTOWKnight ""Give them enough rope to hang themselves"""
3830,574598483065311235,sexism,@sh00ter_d ...or what I say.  Or what I do.  Or what I think.  Or what I know...
3833,574702665008988160,sexism,RT @jowilliams293: On #InternationalWomensDay women who inspire me: @CHSommers @Fox_Claire @clairlemon @cl_kitchens @CathyYoung63 @XXFactor…
3835,574898484479815681,sexism,"@OwynnP Honestly, I didn't look...because I'd bet my life we KNOW the answer."
3836,574902750485467136,sexism,@Spangnation Her continued production of carbon dioxide.
3837,574902871524667395,sexism,@ChrisJenki Jodi Arias.  Convicted murderer.
3839,575325552241958912,sexism,@DViper31 I see that now...didn't get far enough into his TL.
3840,575333119613534208,sexism,@MeReachingout @GodfreyElfwick ...a pitch perfect parody.  My bad.
3842,575647986341928962,sexism,RT @LeonHWolf: The fact that Jimmy Buffett ever sold a record is an indictment against the idea of American exceptionalism
3843,575656066446311424,sexism,@CordovanSplotch @Superjutah ...but that assumes the feminist shepherds care about the lives of their sheep.
3844,575657826158149633,sexism,RT @SalemP08: @MT8_9 @LiljaOB @midnitebacon @Superjutah @Transic_nyc her response is pretty terrifying.
3845,575658083969470464,sexism,@BristolBen @LiljaOB @Transic_nyc ...poor Ben.
3846,575671613586194432,sexism,RT @Lyall: Bosom flattering #NoMorePage3 t-shirt profile pic #FeministSelfie #irony #hypocrisy #praxis #notbad #sorry #malegaze http://t.co…
3849,575779120874827776,sexism,RT @JustLaurenB: #IDontNeedFeminism http://t.co/euBRYUJlUW
3851,575805041665245184,sexism,@asredasmyhair Isn't that their goal?
3853,576032433067405312,sexism,"@shaner38 @tv_Expert1 @robinashe So, the hostile help line said hostel?"
3854,576032789742665728,sexism,@xWriters_Blockx Can't forget it...never heard about it...
3856,576205458471530496,sexism,@HumanistFury @Femitheist ...good luck to you with that.
3857,576223568477995008,sexism,"RT @whyisitdirty: If feminists addressed the rampant sexism and misandry in #feminism, then perhaps #WomenAgainstFeminism and #antifeminism…"
3858,576356654503075840,sexism,"@Superjutah A lot of MRA's are gay, actually.  They see how feminism merely uses them."
3859,576363932983668737,sexism,"RT @Eliah_R: @MT8_9 @sara771987 worst part is cut out of the image, the original tumblr had 45 thousand shares all attacking little boys #F…"
3860,576399192844820480,sexism,"#ThankAFeminist for their ""trolling"" #LetsTalkMen and exposing their hypocritical whining about men using #EverydaySexism or #YesAllWomen."
3861,576399772183109632,sexism,"@howmariefeels I think he's trolling, actually..."
3862,576405018603085824,sexism,RT @asredasmyhair: But no...feminism hasn't changed. It's still relevant. Go sluts!  #FemFreeFriday #WomenAgainstFeminism http://t.co/Nj4v0…
3863,576411367202287617,sexism,@karengeier Go on...
3865,576467854683451392,sexism,@TamedInsanity Jessica is a special type of human feces.
3866,576472787893788673,sexism,RT @CausticDefiler: @MT8_9 just gonna leave this here for you http://t.co/jYQMQJUHua
3867,576477153484759040,sexism,RT @fruitondabottom: #IDontNeedFeminism because I hate being manipulated for feminists' entertainment. #WomenAgainstFeminism #letstalkmen h…
3868,576491523203862529,sexism,"RT @asredasmyhair: Feminists, take note. #FemFreeFriday #WomenAgainstFeminism http://t.co/J2HqzVJ8Cx"
3870,576503356543381504,sexism,RT @ObsidianFiles: @BlackBeard20096 @MT8_9 http://t.co/Rk3CttHZhu #BackAwayFromTheTable #TheEnvyGap #BlackFeminists @deanesmay
3872,576685571269091328,sexism,@VCR_Blog @Mislu_Kravin @asredasmyhair Huh?
3873,576688228557783040,sexism,RT @2DogsCaged: @MT8_9 @Justin_Thyme_ @B1gTruckDriver @joyintorah18 ..song ranked No.1 on 26 record charts &amp; received 5 Grammy Noms. http:/…
3874,576689359648337921,sexism,@tonycollinet @EverydaySexism The truth?  I know.  You hate that.
3875,576698098388455424,sexism,@The_Loki_Jotunn @OKPaulista They don't care. Each day I realize feminists are perfectly happy to ruin anyone else's life for their gain.
3877,576711837636542464,sexism,@nonirishpaddy @reverenddg ...with a flat face.  The nose = a bay window.
3878,576732953474125825,sexism,@TicklishQuill It's actually only one face.  It's just as wide and flat as the front of a townhouse so...easy mistake to make.
3879,576740108843499520,sexism,@CassandraYoung Name that state.
3880,381988216292655104,sexism,"RT @brian_day15: I swear, I'm not sexist, but I honestly just cannot stand the woman college football announcer on ESPN2"
3881,381989237072990208,sexism,RT @TheDarkManChris: Call me sexist but I think some women are seriously lacking knowledge l when it comes to feminism #random
3882,381989256404533251,sexism,"RT @HannahCamille20: Call me sexist, but females really need to stop acting like they are big football fans. Just stop."
3884,381989513691529216,sexism,RT @Yandiisa_: The mine is no place for a woman to work... Call me sexist but a woman as a rock driller is not practical.
3885,382350557957984256,sexism,"RT @Lex_Naija: And don't call me sexist for that last tweet. If women want equal praise for success, they gotta take equal blame for failur…"
3886,382350622411874305,sexism,"RT @TwoThug4U: I'm sorry. But I don't see what's hot about girls who eat like guys. Call me sexist, but i like girls because they're girls."
3887,382518137582661632,sexism,RT @TwoThug4U: @YesYoureSexist but honestly stereotypes are light-hearted and usually harmless. Let people joke around.
3888,382518148617863168,sexism,"RT @TwoThug4U: Feminism is a respectable ideal. Being over-sensitive, and searching for problems is not @YesYoureSexist"
3889,382518158470311936,sexism,RT @TwoThug4U: @YesYoureSexist I wouldn't be so mad if not for the fact that I don't appreciate being called a bigot for saying that some t…
3891,382518676865294336,sexism,"RT @JoshCobbler92: @YesYoureSexist that's a sexist tweet, why just women? Sexism can work both ways"
3892,382606225520615424,sexism,RT @TwoThug4U: if you look at @YesYoureRacist you see tweets of pure hatred. If you look at @YesYoureSexist you see a few light stupidity a…
3893,383627629766508545,sexism,RT @JaydenKramer: I would rather have a blind dog as a ref than freakin Liz. I am sorry I am not sexist but that is why girls should not re…
3894,383627770506399744,sexism,RT @SxFlint93: I'm not sexist but women should play football past the age of 12 unless they're over 285
3895,383627997950910464,sexism,"@SxFlint93 So true, all women over 12 SHOULD play football, but repeated concussions might make us as stupid as you."
3896,383698416171118593,sexism,RT @SxFlint93: @YesYoureSexist well I don't followyou you so stop trolling.You have tohave something better to do then to look up sexist tw…
3897,383698818698457089,sexism,@SxFlint93 Oh I do plenty but picking rotten low hanging sexist fruit doesn't take up much of my day :)
3898,383699280130617345,sexism,"RT @justbeing_abel: I'm not sexist at all. But the saying ""Men don't belong in the kitchen"" is utterly true. I just tried making instant oa…"
3899,383730558863290368,sexism,RT @SxFlint93: @YesYoureSexist okay fuck off my shit pussy
3900,383730982513168384,sexism,"The sexist litmus test is if you call out a lvl 2 sexist comment &amp; the dood comes back with lvl 10 guns ablazing, ""pussy"" &amp; ""cunt"" &amp; ""bitch"""
3901,383731135668162560,sexism,Because femininity is so horrible! @JonnyG313 I'm not sexist but if a dude cries because of a girl in a wedding dress then he has a vagina
3902,384042596680474624,sexism,RT @Arab_kell: Leave the washing to mum because she's not a complete remtard #WomenEqualWashing #NotSexist #WellSlightlySexist #IMeanMumIsB…
3903,384042724522872832,sexism,RT @farouqzaib  I'm no sexist but I've seen some really dumb girls which lend credibility to the argument.
3904,384042812473233408,sexism,RT @MilesMTV: This bitch. #NoSexist is walking around with a stroller and a dog in it. You're dog 1. Has legs 2. Doesn't need to be in Star…
3905,384042907067363328,sexism,"Unlike you, who is hilariously ignorant and can't spell ""racist"" @MattLevine66 Im sorry but girls are just rly unfunny #norasict #nosexist"
3907,384043097996283905,sexism,What a waste of fossil fuels to publish that tweet. @SOFFETUS call me sexist but guys &gt; girls
3908,384043149124845568,sexism,RT @harrymeisel Call me sexist but a pack of girls skateboarding might just be the weirdest thing I've ever seen
3909,384043241659588608,sexism,"i can't even @emk194 Call me sexist, but I actually prefer having guys in charge. Lol atmosphere is more laid-back &amp; fun. Women are serious"
3910,384439219432603649,sexism,Boooring @antrooney10 Am not sexist but women can't play football!
3911,384439403315077120,sexism,"RT @popeharrigan And were lost, I told you this didn't take us anywhere. Fuuck you female drivers. no sexist bro"
3912,384439557267021824,sexism,"Huh, funny, I find you the most backwards of all @904Harrison Call me sexist but I think it's backwards to have female football commentators"
3913,384716487937626114,sexism,"RT @boggsy9 Dont ever let women drive, they'll break your arm! #notsexist"
3914,385439886875975680,sexism,@CampbellPaton I'm not sexist but the Canadian anthem should not be changed... It's tradition we all know now that men and women are equal.
3915,385440245648334849,sexism,RT @kingjake2016 I'm not sexist. But I usually walk away when women sports announcers are on Sportscenter.
3916,385440354779947008,sexism,"#hashtag @137kHz #notsexist , but, a #womans 'ill be #ready in 5 minutes is the same length of time as a #mans 'ill be #home in 5 minutes'.."
3917,385440480130908160,sexism,Dear men: being a sexist doesn't get women to like you @boomerangWANG Dear women: nagging does not work #nosexist
3918,385440585462472704,sexism,"RT @MyDearWormwood: ""I want equal rights, but I still want your seat on the bus, and you still pay for all dates, and no sexist jokes!"" -ig…"
3919,385951118313783297,sexism,"For real? @BrownNicholas11 I'm not sexist, but men are superior."
3920,385951172789415936,sexism,RT @KaiTavender I'm not sexist but when a girl farts openly near you... http://t.co/YgfGfTrtrJ
3921,386297683360485378,sexism,"Please women, stay single.@IsaiahMHorton Please women. When you commit to your man, commit to the gym as well. #nosexist #committokitchentoo"
3922,386297832723857408,sexism,"@mannythemenace Call me sexist, but I hate female receptionists. They always give me attitude like I'm the reason their bf broke up with 'em"
3923,386297900524781569,sexism,RT @PhilBrindAmour Call me sexist but female sports anchors r the worst. Makes me uncomfortable when women know more about sports than I do
3925,387255402691166208,sexism,RT @NothgirMas: I'm not sexist but I do have to laugh when girls say that boys are immature when they tweet some stuff on here which is com…
3926,387255604999245824,sexism,RT @KanoWyatt I'm not sexist but if I give a girl in the street my clothes I expect her to go home &amp; iron them
3927,387255632023142401,sexism,RT @KanoWyatt I'm not sexist but if I come home and my bed isn't made I'm gone kick my mum out of her own house
3928,387255672816947201,sexism,RT @KanoWyatt: @jennahhhx I pay the bills in this household it's the least she can do
3929,387255742610157568,sexism,"Sexist tweet par excellence @kenziee_annn I'm not sexist, but women are seriously awful drivers"
3930,387255793210257409,sexism,RT @12Dosier I'm not sexist but women should not be announcing football. #Aggravating
3931,387255913167327232,sexism,RT @waken_jake23 I'm not sexist... but seriously if you're female you need to be able to cook. it's in your DNA
3932,387256000572440576,sexism,RT @dairemaureen I just think Men are better Comedians....#sns #notsexist
3933,387256047703846912,sexism,RT @lukemac11 Ahh the chick who announces games on ESPN 2 is so annoying #gameonmute #getheroff #notsexist
3934,387256084374638592,sexism,RT @Jordan_Atkinson That woman reporter on Soccer Saturday hasn't got a clue #annoying #notsexist #thetruth
3935,387256194965852160,sexism,RT @smoovfellow The only thing a woman should help a man build is a relationship #tbh #nosexist
3936,387256287018225664,sexism,"RT @roccopolis I'm no sexist, but I can't handle the female play by play announcer on espn2 Iowa vs. Michigan St. Nothing but stats vomit."
3937,387966950740987904,sexism,RT @_mzi I'm not sexist but everything seems to be about women. Women this women that . Hayi khona anikahle.
3938,387967027802943488,sexism,This just makes me so tired. @SammySharples I'm not sexist but women comedians aren't funny at all #EndOf #CaseClosed
3939,387967092277796864,sexism,"RT @roldy1996 Tests are like women. Hard to understand, easy to get over, and nonrefundable. #truestory #onlyallwomen #notsexist #justsaying"
3940,387967465843470336,sexism,"RT @maullyolly Call me sexist, but women should never be allowed to talk about sports on TV."
3941,387967497569185792,sexism,"RT @ZackTermini: Call me sexist Idc, but women should not be announcing football games. Just when I thought MSU games couldn't be any harde…"
3942,388687402807480320,sexism,"RT @xrocknroll I'm not sexist, but as I told you a billion times, I do have my values and I'm entitled to my opinions."
3943,388687673310707712,sexism,"Referring to ""ret****d drivers,"" to boot. @CharlesssChan Worrrrrrd. Especially middle aged women. #notsexist #truthdoe"
3944,388687711344660481,sexism,RT @TheRealCiaranW A lady is currently driving this bus... Funnily enough she's hit the curb twice #NotSexist #stereotypical
3946,388687959324495872,sexism,"""I'm not sexist, there are women everywhere!"" @dubhe80"
3947,388688157585072129,sexism,And women don't give a damn about you. @country_cookin Call me sexist or whatever but I really don't give a damn about women's sports.
3948,388688365836443650,sexism,Stay outve Congress and we have a deal. @jacobkramer17 Call me sexist bt the super bowl should b guys only no women are allowed n th stadium
3949,388688463534358528,sexism,"RT @lahellraiser call me sexist if you want, but I find female sportscasters really annoying."
3950,388759624083443712,sexism,RT @g_spangler1 I promise I'm not sexist but wtf is this woman doing in a Ferrari?
3951,388759928191459329,sexism,"RT @GalenHerron I'm not sexist at all, but I do hold the firm belief that girls/women shouldn't be allowed to drive. No need to explain why"
3952,388760098945769472,sexism,"Let me know what the cops say. @JevenSteakobson if i see a women in mens wearhouse today im calling the police. sorry, im not sexist, but,"
3953,388760285885902848,sexism,RT @wantsomeMOErice i want everyone to know im not sexist... women just piss me off
3955,389082346080575488,sexism,Fuck off @julescarbonaro And call me sexist but females tryna b president.Just stop. There's a reason why it's called the founding FATHERS .
3956,390255415465750528,sexism,"That's funny, most House Republicans are men. @AjChip619 I'm not sexist, but women are so damn stubborn"
3957,390255464522346497,sexism,"RT @dmaffatato11 I'm not sexist, but women sports reporters always look like they have no idea what they are doing"
3958,390255627974365184,sexism,RT @Deski1701 I'm no sexist but I hate how girls are ALWAYS made out to be the victims
3959,390255798145658880,sexism,"OK @middle_Borman When I watch espn, I want some guys, not women, telling me the latest news and showing highlights. Call me sexist I guess!"
3960,390255841338601472,sexism,"RT @Mooseoftorment Call me sexist, but when I go to an auto place, I'd rather talk to a guy"
3961,390255917867859968,sexism,RT @dylan_w_wilson Go ahead and call me sexist but I do not trust girls in a gun store.
3962,390256070762852352,sexism,RT @TichacekWill I need a woman to do my laundry #notsexist #Truth
3963,390256100517220352,sexism,RT @cornfedbeachbum Women comedians suck #notsexist #disappointed
3964,390256164203532288,sexism,"She's crying over how poorly she raised you. @MAFGHAN94 Where's my mother, I'm in need of a sandwich #notsexist"
3965,390959087208263680,sexism,RT @AhmedGheriani17  North American children/teens are complete pussies compared to other parts of the world
3966,390959138970140672,sexism,RT @RomeoRakheila on my way to vote for SRC.. call me sexist but I aint voting for no Lady..
3967,390959173564784640,sexism,RT @lord_yogurt TBH you can call me sexist but the sight of girls smoking is unpleasant
3968,390959260420423680,sexism,"RT @GeorgeWorshingt  Call me sexist, but shouldn't everyone on the panel have either played or coached at the collegiate level?"
3969,390959354922299392,sexism,@GeorgeWorshingt Doesn't stop all-male women's health panels in Congress.
3970,391665985398128640,sexism,RT @MrWolfeee: Can't stand female announcers doing play by play for football. Not sexist but every time I hear Holly Rowe doing a game I ca…
3971,391666021628534784,sexism,"RT @_Gladi_ I'm not sexist, but this female commentator is killong me."
3972,391666068554399744,sexism,RT @walkaway21 Not sexist. But there's nothing that annoys me more than female sports writers who cover mens sports.
3973,391666289577455616,sexism,"RT @khristafer No sexist, but I like how Arya's a ""boy,"" now, yet she's washing dishes, still. #Lol #GoT"
3974,391666555362082816,sexism,RT @Alex_Gon1 Call me sexist or whatever...but I do not like female play by play announcers for football. Just doesn't work for me.
3975,391983179038330880,sexism,@ryxter5 Im not sexist but the woman who hate men stareing at their breasts are the ones who wear tops 2 sizes 2 small!! Actually annoys me!
3976,391983378297139200,sexism,"Somehow, I doubt it. @sellis94 More people would be satisfied with me as president than a women #notsexist #NeverYield"
3977,392322078906413056,sexism,RT @ThomBomb17 I'm not sexist but just because a woman scored a great goal does not mean women's football is any good #SorryNotSorry
3978,392322287203921920,sexism,RT @jcsliva1999 @Pjmcentee she is blond what do you want #notsexist
3979,393477914546552832,sexism,RT @Crowlberg: Call me sexist but the sound of female hockey fans screeching at the ice from nosebleeds is causing me pain. Id rather hear …
3982,393899668507086848,sexism,"RT @CHRisNOBODY: I'm not sexist, but sometimes I look at a female and ponder if I'd offer a goat and full sack of potatoes for her hand, in…"
3983,393899824308703232,sexism,"RT @stir_frie I'm not sexist but only girls should wear earrings, it just looks wrong on guys"
3984,393899865786167297,sexism,"RT @shawnreynolds08 I'm not sexist, but women can't drive..."
3985,393900062733905920,sexism,"RT @RachelInnes1st I don't know what it is, but women in fiction drive me mental #NotSexist #HateMyOwnGender #Bitches"
3986,393900483292561409,sexism,"Yeah, like not start wars. @tnolton2 I'm no sexist but there are some things women do that men just won't."
3987,394158518061645824,sexism,@Nk_t_ko I'm not sexist but women shuld familiarise themselves wit the pots after all a way to a man's heart is thru the stomach #JustSaying
3988,394158588999905281,sexism,"RT @condwyer93 Girls should not comment on rugby, end of! #manssport #notsexist"
3989,394158718972993537,sexism,RT @Travieee23 I can't stand women commentators in football. I'm not sexist. Just not football.
3990,394158771145957376,sexism,RT @Trizzzy13 @Travieee23 Dude I was just saying that! Like [women] know anything about football. Lol
3991,394158812900233216,sexism,RT @Trizzzy13: @Travieee23 they need to get back in the kitchen if you ask me. Lol
3993,394158831074148353,sexism,RT @Trizzzy13: @Travieee23 they need to go intercept some dishes if ya know what I'm saying.
3994,395009994506002432,sexism,RT @DatDudeDamon I'm not sexist but I believe women should hold themselves to a different standard as guys. Like how they carry themselves..
3995,395010046045605888,sexism,RT @NatashaAllen1 I'm not sexist but male comedians are so much funnier than female ones
3996,395010156632633344,sexism,RT @YesYoureRacist @ReDidi I'm not sexist or racist.... Okay maybe only when I'm driving.
3997,395010596669628416,sexism,"Women need to stop being called ""girls,"" shit. @HussMiawad Girls need reassurance not real men. I'm not sexist just practical and observant"
3998,395010752488017920,sexism,"RT @littlebrinks2 You can call me sexist or whatever, but there's just something bout women drivers that bug me"
3999,395010782229831680,sexism,"RT @LeadfootedLion: Call me ""sexist"" all you like love, I wasn't the one driving at speed the wrong way around a very tight car-park with a…"
4000,395010858415177728,sexism,LOL OMG @Vino_Steph Call me sexist but I don't respect anything a girl has to say about football or sports itself lol
4001,395010958898118656,sexism,"I've never met a sexist who can spell ""genuinely."" @Dylahoogaah Call me sexist or whatever, but ive never actually met a genuinly funny girl"
4002,395011348762865665,sexism,"RT @MKriegbaumJr: Call me sexist, but if you need a specific training segment for coaching women, it defeats the purpose of equality across…"
4003,395011545718980608,sexism,@MKriegbaumJr Yeah! Why do we feed the hungry but not the full? Why do we give shelter to the homeless but not the homed? SO UNEQUAL
4006,395290061798785025,sexism,RT @DanielSheppard5: I felt so out of place at that party last night. There again so would any man who stands in a kitchen for that long...…
4007,395290163724574720,sexism,"RT @CWortho: Some woman was proper staring at me whilst I was parking my car. It's ok babe, I male therefore I CAN drive. #NotSexist #Truth…"
4008,395290785249103872,sexism,"RT @temiokomi: Call me sexist. Label me ""old fashioned."" There's no sadder sight in the world than a drunk woman. Saddens the hell outta me…"
4010,395584155100012544,sexism,RT @Rhys_Dempsey29 Where the women should be #notsexist #justfunny http://t.co/PdfuIvUyG8
4011,395584226189250561,sexism,RT @wrigjo01 @Tegray_Scales8 well marry someone who can cook :) #notsexist just saying
4012,395584547145777152,sexism,RT @_dylanmills im not sexist but it seems like females never have valid opinions when it comes to sports
4013,395993247731822593,sexism,RT @tomregan1: No offence to anyone but women are poor drivers #notsexist #maybesexist
4015,396087050585141248,sexism,"RT @Ronn_Deezy Had to do it, swear I'm not sexist... #hilarious #true http://t.co/yIVOa9R2yt"
4016,396087100279234560,sexism,RT @LewRichardson1 I'm not sexist in the slightest but women comedians should not be allowed they aren't funny at all
4017,396087466953691136,sexism,"RT @TheBoghdady: Can I cry now? I think I'll cry! This is exactly what women should look like! Thanks, @Mazloum! http://t.co/KyXNxTz1Zf"
4018,396087806457438208,sexism,RT @LeviathanPride Do men pretend to give birth? No? Then women should stop pretending to make a difference in politics.
4019,396087845183451136,sexism,RT @LeviathanPride I can always tell if a girls tits are fake by how loud she screams when I bite her nipples off.
4020,396088251326283777,sexism,RT @PierreSoDope Girls should be dressing as women for halloween because most of the year y'all been dressing like hoes
4021,396088524962664448,sexism,"Make no mistake, they'll ridicule u, 2! @rickygee15 Most of ugirls should go out with no make up at all tonight.. No one would recognize you"
4022,396088599193481216,sexism,RT @mantasfl Some girls should dress up as housewives since they're hoes all year long
4023,396088649743233024,sexism,RT @MrCocoyam For Halloween most or you girls should just go without makeup.
4024,396088690104999936,sexism,"RT @akshxy_ Most of you girls should just go out without make up, that's probably scary af"
4025,396088726524157952,sexism,"RT @emilypoultney On Halloween girls should go out with no makeup on, now that would be scary"
4026,396088759583653888,sexism,RT @allen_theshift Some girls should not wear any type of tight clothing
4027,396088816248696832,sexism,RT @JApple8 None of the girls should have worn make up so school would be scary on Halloween
4029,396088923832610817,sexism,RT @Yo_aRob Some of y'all girls should be nuns for Halloween cause y'all been hoes all year round.
4030,396281140392124416,sexism,Top-notch commentary A+ would ridicule again. @LTCuntMuscle @LeviathanPride hahahahahaha what a fuckin pussy
4031,396281466205663233,sexism,"RT @Onnionion ""I'll be ready in 5 minutes"" from a girl usually means ""I'll be ready in 20+ minutes."" #notsexist #knownfromexperience"
4032,396281586770903040,sexism,"RT @ShawnFinchum Women SHOULD NOT Participate in No Shave November , it should be legal for them Ain't No Guy want a hairy chewbacca women"
4033,396281634032332800,sexism,RT @JoshuaCorley ATTENTION! Women should NOT be participating in No Shave November
4034,396281810025328640,sexism,"RT @a_reyessss21 Girls should not, I repeat should NOT participate in no shave November"
4035,396282035406266368,sexism,RT @emmamcgregs Girls should NEVER participate in No Shave November.
4036,396715461548580864,sexism,"RT @lucasRobson09 I can't deal with women football announcers. I'm not sexist, it just doesn't sound right."
4037,396715716251897856,sexism,RT @spencer_hynes I'm not trying to be sexist but I don't think women should announce football games
4038,396715751941226497,sexism,"RT @jadeCFC_ Sounds like we've got a well good ref' today, bloody women should just stay in the kitchen!"
4039,396715789308293120,sexism,RT @hymnforrachel Women should never participate in No Shave November. You should only have hair on your head.
4040,396715996280397824,sexism,"Yeah, child labor IS illegal. Unless you mean ""women""? @plaster_cole Girls should not be allowed to be commentators for football games"
4041,396716085916876800,sexism,RT @genaro_m17 Girls should shave no matter what month it is
4042,397575676892426240,sexism,"RT @AkheemV Bout beckles, not another woman prime minister #Sorry, not sexist but look what going on......"
4043,397575725806387202,sexism,"RT @Alfie_Game I'm not sexist, but why are women so easily confused?! #BusinessMinded?! Wouldn't have thought so"
4044,397575759084023808,sexism,"RT @paddymcbride90: I'm not sexist, but if I was sitting on a plane ready to leave, and a female captain come on the speaker, I'd probably …"
4045,397575827816062976,sexism,RT @Mardeek_M I'm not sexist at all. But I can not stand female reporters in men's sports
4046,397575992685776896,sexism,RT @Matt2theRios: Hats off to girls who light their own weed. I don't understand why most girls can't handle the simple mechanics of a ligh…
